scenario_id,category,success,task_completion_rate,collision_count,lane_invasion_count,red_light_violation_count,route_deviation_count,target_speed_error_kmh,mean_end_to_end_latency_ms,failure_reason
S01_keep_lane_speed,basic_control,False,0.0,1,0,0,0,30.0,30.0,collision
